เก่า,ใหม่,2.19
หลักแหลม,ฉลาด,8.44
ยาก,ยาก,10
สุข,ร่าเริง,6.67
ยาก,ง่าย,2.29
ด่วน,รวดเร็ว,7.19
สุข,ยินดี,5.31
สั้น,ยาว,2.4
เซ่อ,ทึ่ม,7.19
พิกล,แปลกประหลาด,7.6
กว้าง,แคบ,2.29
แย่,ห่วย,8.54
ง่าย,ยาก,2.19
เลว,แย่,6.77
ยาก,ง่าย,1.98
หลักแหลม,ทึ่ม,1.98
วิกลจริต,บ้า,8.65
สุข,บ้าคลั่ง,0.73
ใหญ่,ใหญ่,10
ยาก,ยาก,10
ใหม่,สด,7.4
แหลม,ทื่อ,1.67
เร็ว,ว่องไว,8.54
ทึ่ม,โง่,8.44
มหัศจรรย์,เป็นเลิศ,3.65
แปลก,แปลก,9.9
สุข,โกรธ,1.67
แคบ,กว้าง,2.19
เรียบ,ง่าย,4.17
เก่า,สด,1.25
ชัดเจน,ชัดเจน,10
ไม่แพง,ย่อมเยา,8.54
ดี,ใจกว้าง,3.33
ประหลาด,ปกติ,1.35
ประหลาด,แปลก,7.81
เลว,ชั่ว,8.23
เศร้า,สนุกสนาน,2.08
มหัศจรรย์,ยอดเยี่ยม,6.04
รู้สึกผิด,ละอาย,7.92
งดงาม,มหัศจรรย์,4.38
มั่นใจ,แน่ใจ,8.85
ทึ่ม,หัวทึบ,7.81
กว้าง,ใหญ่,7.5
ดี,โหดร้าย,1.46
ใจร้อน,กระวนกระวาย,4.48
ใหญ่,กว้าง,6.98
แข็งแรง,ภูมิใจ,0.42
ไม่จำเป็น,จำเป็น,1.98
กระสับกระส่าย,อ่อนวัย,0.21
ทึ่ม,ฉลาด,1.88
เลว,ยอดเยี่ยม,0.73
ยาก,ง่าย,1.98
จำเป็น,สำคัญ,8.44
ชั่วร้าย,เป็นเลิศ,0.21
บ้า,ยินดี,0.42
ซื่อสัตย์,รู้สึกผิด,0.94
ง่าย,ยาก,1.77
ง่าย,ยืดหยุ่น,1.25
แน่นอน,แน่นอน,9.9
จำเป็น,จำเป็น,9.9
แตกต่าง,ปกติ,1.15
เจ้าเล่ห์,ฉลาด,5.1
สำคัญมาก,สำคัญ,8.85
รุนแรง,โหดร้าย,5.73
ใสซื่อ,โง่,3.23
ขาดแคลน,หายาก,7.92
เป็นมิตร,ใจดี,7.08
บอบบาง,เยือกเย็น,0.52
ยาว,แคบ,1.67
ใหญ่,หนัก,2.6
หยาบ,เย็นชา,1.35
ผิดปกติ,แปลก,7.92
ผิดกฏหมาย,ผิดศีลธรรม,5.52
เลว,รู้สึกผิด,1.04
ทันสมัย,โบราณ,1.77
ใหม่,โบราณ,1.56
น่าเบื่อ,สนุกสนาน,1.77
มีความสุข,อ่อนวัย,0.94
ง่าย,ใหญ่,0.21
ยอดเยี่ยม,แย่,1.77
เล็ก,ใหญ่,1.98
สุภาพ,เหมาะสม,4.38
เจียมเนื้อเจียมตัว,ละอาย,2.5
แปลกใหม่,หายาก,2.6
ทึ่ม,ฉลาด,2.08
รื่นรมย์,มหัศจรรย์,1.46
เห็นได้ชัด,ชัดเจน,8.44
กลัว,กระวนกระวาย,5.1
เป็นทางการ,เหมาะสม,4.9
น่าเบื่อ,เบื่อ,9.06
น่ารื่นรมย์,ร่าเริง,6.88
เศร้า,โกรธ,3.44
เศร้า,แย่,3.65
ป่วย,บ้า,1.56
รุนแรง,โกรธ,3.75
ภาระ,หนัก,3.02
สกปรก,ถูก,0.42
ยืดหยุ่น,ยืดหยุ่น,10
แข็ง,หนาแน่น,5.42
ล่าสุด,ใหม่,9.38
กล้าหาญ,ภูมิใจ,3.13
เจ้าเล่ห์,แปลก,0.1
แปลก,เจ้าเล่ห์,0.1
ทึ่ม,หายาก,0
เจ้าเล่ห์,กุ๊ย,0.42
ยอดเยี่ยม,บ้า,0.1
พอเหมาะ,ยืดหยุ่น,1.77
สดใหม่,กว้าง,0
ใหญ่,ทึ่ม,0
ใหญ่,ยืดหยุ่น,0.1
สกปรก,แคบ,0.83
ภรรยา,สามี,4.27
หนังสือ,ข้อความ,3.96
เจ้าบ่าว,เจ้าสาว,4.48
กลางคืน,กลางวัน,3.65
ทิศใต้,ทิศเหนือ,3.65
เครื่องบิน,สนามบิน,3.96
ลุง,ป้า,4.06
ม้า,แม่ม้า,4.27
ก้น ,จุดสูงสุด,0.83
เพื่อน,คู่หู,6.46
นักเรียน,นักเรียน,10
โลก,โลก,9.38
ขา,แขน,3.54
เครื่องบิน,เครื่องบินเจ็ต,6.15
สุภาพสตรี,สุภาพบุรุษ,3.23
ม้า,ม้าตัวผู้,5.31
นักแสดงหญิง,นักแสดงชาย,3.33
อาจารย์,ผู้สอน,8.65
หนัง,ฟิล์ม,5.42
นก,เหยี่ยว,5.94
คำ,พจนานุกรม,3.75
เงิน,เงินเดือน,5.63
หมา,แมว,3.13
พื้นที่,ภูมิภาค,5.1
กองทัพเรือ,กองทัพบก,4.58
หนังสือ,วรรณกรรม,5.31
เสื้อผ้า,ตู้เสื้อผ้า,4.27
พระอาทิตย์ตก,พระอาทิตย์ขึ้น,3.54
เด็ก,ผู้ใหญ่,3.96
วัว,ปศุสัตว์,3.54
หนังสือ,เรื่องราว,3.33
ฤดูหนาว,ฤดูร้อน,3.44
แท็กซี่,แท็กซี่,10
ต้นไม้,ต้นเมเปิล,6.67
เตียง,ห้องนอน,4.17
หลังคา,เพดาน,4.9
โรค,การติดเชื้อ,5.73
แขน,ไหล่,4.06
แกะ,ลูกแกะ,5.73
สตรี,บุรุษ,3.13
เรือ,สมอ,3.54
นักบวช,พระ,6.35
นิ้วเท้า,นิ้วมือ,3.44
แม่น้ำ,สายน้ำ,6.46
โกรธ,โกรธ,10
วันที่,ปฏิทิน,3.96
ทะเล,มหาสมุทร,8.02
วินาที,นาที,4.27
มือ,หัวแม่มือ,3.65
ป่าไม้,ซุง,3.23
โคลน,ดิน,5.63
ห้องโถง,ทางเดิน,3.33
ทาง,มารยาท,0.21
หนู,แมว,2.5
ตำรวจ,นายอำเภอ,3.23
ความตาย,พิธีฝังศพ,3.54
เพลง,ทำนอง,3.75
เบียร์,แอลกอฮอล์,5.21
ปาก,ริมฝีปาก,5.94
พายุ,พายุเฮอริเคน,7.19
ภาษี,รายได้,2.81
ดอกไม้,สีม่วง,0.52
กระดาษ,กระดาษแข็ง,6.15
ชั้น,เพดาน,1.35
ชายหาด,ชายทะเล,8.13
ไม้เรียว,ผ้าม่าน,0
สุนัข,สุนัขจิ้งจอก,5.63
ถนน,ตรอก,4.38
เรือ,ดาดฟ้าเรือ,3.44
รถยนต์,แตรรถยนต์,3.54
เพื่อน,แขก,1.46
นายจ้าง,ลูกจ้าง,3.02
มือ,ข้อมือ,3.75
ลูกบอล,ปืนใหญ่,0.21
แอลกอฮอล์,บรั่นดี,5.52
ชัยชนะ,ชัยชนะ,10
โทรศัพท์,บูธ,0.1
ประตู,ทางเข้าประตู,4.58
โรงแรมม่านรูด,โรงแรม,6.15
เสื้อผ้า,ผ้า,4.38
สเต็ก,เนื้อสัตว์,4.27
เล็บ,หัวแม่มือ,3.02
วงดนตรี,วงออเคสตรา,6.35
หนังสือ,ไบเบิล,5.1
ธุรกิจ,อุตสาหกรรม,4.58
ฤดูหนาว,ฤดูกาล,5.52
ทศวรรษ,ศตวรรษ,5.21
แอลกอฮอล์,จิน,3.54
หมวก,เสื้อโค้ท,2.81
หน้าต่าง,ประตู,2.92
แขน,ข้อมือ,3.13
บ้าน,อพาร์ทเม้น,4.27
กระจก,คริสตัล,1.25
ไวน์,บรั่นดี,4.79
ผู้สร้าง,ผู้สร้าง,10
อาหารค่ำ,อาหารเช้า,3.23
แขน,กล้ามเนื้อ,3.02
ฟอง,น้ำสบู่,2.92
ขนมปัง,แป้ง,3.96
ความตาย,โศกนาฏกรรม,4.9
ขาดแคลน,การมีอยู่,1.04
ปืน,ปืนใหญ่,6.15
หญ้า,ใบมีด,0.63
ลูกบอล,ตะกร้า,0.52
ท่อ,สวน,0.1
เด็กผู้ชาย,เด็ก,6.35
โบสถ์,คณะประสานเสียง,1.88
เสื้อผ้า,ลิ้นชัก,1.46
หอคอย,ระฆัง,2.08
บิดา,ผู้ปกครอง,6.35
โรงเรียน,เกรด,2.92
ผู้ปกครอง,ผู้ใหญ่,4.69
บาร์,คุก,0.42
รถยนต์,ทางหลวง,3.23
พจนานุกรม,คำนิยาม,3.75
ประตู,ห้องใต้ดิน,1.25
กองทัพบก,กองทหาร,4.69
โลหะ,อลูมิเนียม,4.69
เก้าอี้,ม้านั่ง,6.56
เมฆ,หมอก,5.63
เด็กผู้ชาย,บุตรชาย,5.31
น้ำ,น้ำแข็ง,4.9
เตียง,ผ้าห่ม,3.13
อัยการ,ทนายความ,4.48
พื้นที่,โซน,6.46
ธุรกิจ,บริษัท,4.79
เสื้อผ้า,ผ้า,4.17
เสื้อกันหนาว,แจ็คเก็ต,6.35
เงิน,เงินทุน,6.04
มือ,เท้า,3.23
แอลกอฮอล์,ค็อกเทล,5.42
หลา,นิ้ว,3.33
โมเลกุล,อะตอม,4.69
เลนส์,กล้องถ่ายรูป,3.85
อาหาร,อาหารเย็น,5.73
ตา,น้ำตา,3.85
พระเจ้า,ปีศาจ,1.35
ห่วง,เข็มขัด,0.63
หนู,หนู,10
เครื่องยนต์,เครื่องยนต์,10
รถ,แท็กซี่,6.56
แมว,สิงโต,3.96
ขนาด,ขนาด,10
ความจริง,จินตนาการ,1.25
ประตู,ประตู,10
แมว,สัตว์เลี้ยง,5.42
ดีบุก,อลูมิเนียม,3.54
กระดูก,กราม,3.75
ธัญพืช,ข้าวสาลี,5.42
บ้าน,กุญแจ,2.71
เลือด,เนื้อ,2.71
ประตู,ทางเดิน,1.56
พระเจ้า,วิญญาณ,1.15
สมรรถภาพ,สมรรถภาพ,10
ความอุดมสมบูรณ์,ความอุดมสมบูรณ์,10
โซฟา,เก้าอี้,5.63
ผนัง,อิฐ,3.02
เขา,กลอง,0
อวัยวะ,ตับ,5.1
ความแข็งแรง,ความแข็งแรง,9.38
วลี,คำ,6.98
วงดนตรี,ขบวนแห่,2.81
ท้อง,เอว,3.65
เมฆ,พายุ,2.81
ความปิติยินดี,ความภาคภูมิใจ,6.04
สัญญาณรบกวน,เสียงอึกทึก,3.13
ฝน,หมอก,3.33
เบียร์,เครื่องดื่ม,5.42
ผู้ชาย,ลุง,4.38
แอปเปิ้ล,น้ำผลไม้,4.06
ชาญฉลาด,ตรรกะ,3.96
การสื่อสาร,ภาษา,5.83
ขนมิงค์,ขนสัตว์,6.04
ฝูงชน,ฝูงชน,9.58
ฝั่งทะเล,ชายฝั่ง,6.56
ลวด,เชือก,4.27
นก,ไก่งวง,4.38
เตียง,เปล,4.69
ความสามารถ,ความสามารถ,10
เมฆ,หมอก,4.79
อาหารมื้อเย็น,อาหาร,6.15
บาร์,กรง,0.1
น้ำ,เกลือ,0.63
ความรู้สึก,สัญชาตญาณ,6.15
สถานการณ์,เงื่อนไข,2.5
อาชญากรรม,โจรกรรม,5
สไตล์,แฟชั่น,5.21
เขตแดน,ชายแดน,5.73
แขน,ร่างกาย,4.38
เรือ,รถ,3.02
แซนด์วิช,อาหารกลางวัน,3.23
เจ้าสาว,เจ้าหญิง,1.77
นางเอก,พระเอก,3.02
รถ,วัด,0.1
แมลง,ผึ้ง,5.31
เปล,เปล,9.9
สัตว์,คน,3.13
กัญชา,สมุนไพร,5.21
เตียง,โรงพยาบาล,2.29
แก้ม,ลิ้น,2.71
แผ่นดิสก์,คอมพิวเตอร์,3.02
เส้นโค้ง,มุม,2.19
หญ้า,ตะไคร่น้ำ,1.98
โรงเรียน,กฎหมาย,0.63
เท้า,หัว,2.29
แม่,ผู้ปกครอง,5.73
ทันตแพทย์,ทันตแพทย์,10
เหล้า,วิสกี้,6.04
ปาก,ฟัน,3.96
อาหารเช้า,เบคอน,3.23
ห้องน้ำ,ห้องนอน,3.13
จาน,ชาม,5.21
เนื้อ,เบคอน,5
อากาศ,ฮีเลียม,4.06
คนงาน,ลูกจ้าง,7.29
ร่างกาย,หน้าอก,3.54
ลูกชาย,พ่อ,2.6
หัวใจ,ศัลยกรรม,0.83
ผู้หญิง,เลขานุการ,1.15
ผู้ชาย,พ่อ,3.44
ชายหาด,เกาะ,2.92
เรื่องราว,หัวข้อ,2.5
เกมส์,ความสนุกสนาน,3.23
วันสุดสัปดาห์,สัปดาห์,3.33
คู่สามีภรรยา,คู่,4.58
ผู้หญิง,ภรรยา,3.44
แกะ,ปศุสัตว์,3.65
กระเป๋าเหรียญ,กระเป๋า,6.04
เพดาน,โบสถ์,1.04
ถั่ว,กาแฟ,0.94
ไม้,กระดาษ,2.4
ด้านบน,ด้านข้าง,3.23
อาชญากรรม,หลอกลวง,3.33
เจ็บปวด,เสียหาย,2.6
คนรัก,สหาย,3.85
ตอนเย็น,พลบค่ำ,6.88
พ่อ,ลูกสาว,2.81
ไวน์,สุรา,5.31
วัว,แพะ,3.33
ความเชื่อ,ความเห็น,2.4
ความจริง,ภาพมายา,1.67
ข้อสัญญา,ข้อตกลง,7.4
ความมั่งคั่ง,ความยากจน,2.19
อุบัติเหตุ,ภาวะฉุกเฉิน,4.17
การต่อสู้,ชัยชนะ,2.92
เพื่อน,ครู,1.04
ความเจ็บป่วย,การติดเชื้อ,5
เกมส์,เคล็ดลับ,1.25
พี่ชาย,บุตรชาย,2.6
ป้า,หลานชาย,2.71
พี่ชาย,บุตรชาย,2.5
ป้า,หลานชาย,2.71
โอ๊ก,เมเปิ้ล,3.75
ผึ้ง,ราชินี,1.98
รถยนต์,จักรยาน,4.27
เป้าหมาย,การแสวงหา,3.44
สิงหาคม,เดือน,5
กองทัพบก,กลุ่มทหาร,4.17
ก้อนเมฆ,สภาพอากาศ,3.54
แพทย์,คุณหมอ,8.85
หุบเขาลึก,หุบเขา,8.23
แม่น้ำ,หุบเขา,2.08
ดวงอาทิตย์,ท้องฟ้า,3.23
เป้า,ลูกศร,2.6
ช็อคโกแลต,พาย,2.4
สภาวะแวดล้อม,สถานการณ์,2.5
ความเห็น,ตัวเลือก,2.6
จังหวะ,ทำนอง,5.63
ไส้พุง,เส้นประสาท,1.88
วัน,รุ่งอรุณ,1.77
ปศุสัตว์,เนื้อวัว,3.13
คุณหมอ,ศาสตราจารย์,3.33
แขน,หลอดเลือดดำ,1.88
ห้อง,อ่างอาบน้ำ,1.04
บริษัท,ธุรกิจ,4.27
ความสนุกสนาน,ฟุตบอล,2.19
เนินเขา,หน้าผา,2.92
กระดูก,ข้อเท้า,2.71
แอปเปิ้ล,ลูกอม,1.35
ผู้ช่วยเหลือ,แม่บ้าน,2.19
ผู้นำ,ผู้จัดการ,3.96
มะนาว,ชา,1.88
ผึ้ง,มด,3.13
บาสเกตบอล,เบสบอล,4.38
ข้าว,ถั่ว,1.88
เตียง,เฟอร์นิเจอร์,4.58
อารมณ์,ความหลงใหล,4.27
อนาธิปไตย,ความสับสนวุ่นวาย,3.13
อาชญากรรม,การละเมิด,3.23
เครื่องจักร,เครื่องยนต์,5.73
ชายหาด,ทะเล,4.17
ซอย,ชาม,0.1
โถ,ขวด,2.81
ความแข็งแรง,สมรรถภาพ,3.96
เมล็ด,มัสตาด,0.42
กีตาร์,กลอง,3.96
ความคิดเห็น,ความคิด,5.94
ทิศเหนือ,ทิศตะวันตก,4.79
อาหาร,สลัด,4.27
แม่,ภรรยา,4.79
พ่อ,แม่,3.54
กัปตัน,กะลาสี,3.96
เมตร,หลา,3.75
เบียร์,แชมเปญ,5.1
มอเตอร์,เรือ,2.6
บัตร,สะพาน,0.1
วิทยาศาสตร์,จิตวิทยา,3.02
คนบาป,นักบุญ,2.08
การทำลาย,การก่อสร้าง,1.56
ฝูงชน,พวง,0.83
ชายหาด,โขดหิน,2.5
ชาย,เด็ก,1.46
ขนมปัง,ชีส,2.4
แชมป์,ผู้ชนะ,8.54
งานเฉลิมฉลอง,พิธี,6.25
เมนู,คำสั่งซื้อ,3.54
กษัตริย์,เจ้าหญิง,3.33
ความมั่งคั่ง,ศักดิ์ศรี,2.29
ความอดทน,ความแข็งแรง,3.44
อันตราย,การคุกคาม,5.1
พระเจ้า,นักบวช,2.71
ผู้ชาย,พี่น้องชาย,3.44
เพื่อน,สหาย,8.02
ครู,ผู้ช่วย,2.6
ร่างกาย,กระเพาะอาหาร,2.81
ลิ้น,ช่องคอ,2.71
บ้าน,พรม,2.6
สติปัญญา,ความสามารถ,5
การเดินทาง,ชัยชนะ,0.31
พระเจ้า,เหยื่อ,0
พี่น้องชาย,จิตวิญญาณ,0.52
ฝ่ายตรงข้าม,คู่ต่อสู้,8.44
ความตาย,ภัยพิบัติ,3.13
สัตว์ประหลาด,ปิศาจ,6.15
วัน,ตอนเช้า,1.88
ผู้ชาย,ผู้ชนะ,0.21
เพื่อน,ผู้ชาย,1.04
เพลง,เรื่องราว,2.4
รังสี,แดด,3.85
ผู้ชาย,แกน,0
ไก่,ข้าว,1.88
กล่อง,ลิฟต์,1.25
เนย,มันฝรั่ง,1.98
อพาร์ทเม้น,เฟอร์นิเจอร์,1.98
ทะเลสาบ,บึง,5.73
สลัด,น้ำส้มสายชู,1.88
ดอกไม้,กระเปาะ,1.35
เมฆ,หมอก,4.79
คนขับรถ,นักบิน,3.44
น้ำตาล,น้ำผึ้ง,3.54
ร่างกาย,ไหล่,3.75
ความคิด,ภาพ,1.67
พ่อ,พี่ชาย,2.5
ดวงจันทร์,ดาวเคราะห์,4.38
งานรื่นเริง,ชุดแต่งกาย,1.88
ราง,รั้ว,1.15
ห้อง,เตียง,2.29
ดอกไม้,พุ่มไม้,4.27
กระดูก,เข่า,2.81
แขน,เข่า,2.71
ด้านล่าง,ด้านข้าง,3.44
ท่อ,เส้นเลือดดำ,0.94
แมว,กระต่าย,2.71
เนื้อสัตว์,แซนด์วิช,1.88
ความเชื่อ,แนวคิด,4.38
สติปัญญา,ข้อมูลเชิงลึก,2.4
ความสนใจ,ดอกเบี้ย,0.1
ทัศนคติ,ความมั่นใจ,1.77
ถูกต้อง,ความยุติธรรม,5.94
ข้อโต้แย้ง,ข้อตกลง,2.19
ความลึก,ขนาด,2.92
สื่อกลาง,ข่าว,3.65
ผู้ชนะ,ผู้สมัคร,1.35
วันเกิด,วันที่,2.5
ค่าธรรมเนียม,การชำระเงิน,3.44
คัมภีร์ไบเบิล,เพลงสวด,2.29
ทางออก,ทางเข้าประตู,3.33
ผู้ชาย,ทหารยาม,1.67
ทางเดินระหว่างที่นั่ง,ห้องโถง,2.29
วิสกี้,เหล้าจิน,4.17
เลือด,ไขกระดูก,2.29
น้ำมัน,ตัวมิงค์,0.31
พื้น,ดาดฟ้า,1.25
หลังคา,พื้น,1.77
ประตู,พื้น,1.56
